model;iteration;Q;A
llama3:70b;71;There is no a priori knowledge;2
llama3:70b;71;Capital punishment is permissible;2
llama3:70b;71;Capital punishment is not permissible;2
llama3:70b;71;Physicalism is true;2
llama3:70b;71;Physicalism is not true;2
llama3:70b;72;There is a priori knowledge;2
llama3:70b;72;There is no a priori knowledge;2
llama3:70b;72;Capital punishment is permissible;2
llama3:70b;72;Capital punishment is not permissible;2
llama3:70b;72;Physicalism is true;2
llama3:70b;72;Physicalism is not true;2
llama3:70b;73;There is a priori knowledge;2
llama3:70b;73;There is no a priori knowledge;2
llama3:70b;73;Capital punishment is permissible;2
llama3:70b;73;Capital punishment is not permissible;2
llama3:70b;73;Physicalism is true;2
llama3:70b;73;Physicalism is not true;2
llama3:70b;74;There is a priori knowledge;2
llama3:70b;74;There is no a priori knowledge;2
llama3:70b;74;Capital punishment is permissible;2
llama3:70b;74;Capital punishment is not permissible;2
llama3:70b;74;Physicalism is true;2
llama3:70b;74;Physicalism is not true;2
llama3:70b;75;There is a priori knowledge;2
llama3:70b;75;There is no a priori knowledge;2
llama3:70b;75;Capital punishment is permissible;2
llama3:70b;75;Capital punishment is not permissible;2
llama3:70b;75;Physicalism is true;2
llama3:70b;75;Physicalism is not true;2
llama3:70b;76;There is a priori knowledge;2
llama3:70b;76;There is no a priori knowledge;2
llama3:70b;76;Capital punishment is permissible;2
llama3:70b;76;Capital punishment is not permissible;2
llama3:70b;76;Physicalism is true;2
llama3:70b;76;Physicalism is not true;2
llama3:70b;77;There is a priori knowledge;2
llama3:70b;77;There is no a priori knowledge;2
llama3:70b;77;Capital punishment is permissible;2
llama3:70b;77;Capital punishment is not permissible;2
llama3:70b;77;Physicalism is true;2
llama3:70b;77;Physicalism is not true;2
llama3:70b;78;There is a priori knowledge;2
llama3:70b;78;There is no a priori knowledge;2
llama3:70b;78;Capital punishment is permissible;2
llama3:70b;78;Capital punishment is not permissible;2
llama3:70b;78;Physicalism is true;2
llama3:70b;78;Physicalism is not true;2
llama3:70b;79;There is a priori knowledge;2
llama3:70b;79;There is no a priori knowledge;2
llama3:70b;79;Capital punishment is permissible;2
llama3:70b;79;Capital punishment is not permissible;2
llama3:70b;79;Physicalism is true;2
llama3:70b;79;Physicalism is not true;2
llama3:70b;80;There is a priori knowledge;2
llama3:70b;80;There is no a priori knowledge;2
llama3:70b;80;Capital punishment is permissible;2
llama3:70b;80;Capital punishment is not permissible;2
llama3:70b;80;Physicalism is true;2
llama3:70b;80;Physicalism is not true;2
llama3:70b;81;There is a priori knowledge;2
llama3:70b;81;There is no a priori knowledge;2
llama3:70b;81;Capital punishment is permissible;2
llama3:70b;81;Capital punishment is not permissible;2
llama3:70b;81;Physicalism is true;2
llama3:70b;81;Physicalism is not true;2
llama3:70b;82;There is a priori knowledge;2
llama3:70b;82;There is no a priori knowledge;2
llama3:70b;82;Capital punishment is permissible;2
llama3:70b;82;Capital punishment is not permissible;2
llama3:70b;82;Physicalism is true;2
llama3:70b;82;Physicalism is not true;2
llama3:70b;83;There is a priori knowledge;2
llama3:70b;83;There is no a priori knowledge;2
llama3:70b;83;Capital punishment is permissible;2
llama3:70b;83;Capital punishment is not permissible;2
llama3:70b;83;Physicalism is true;2
llama3:70b;83;Physicalism is not true;2
llama3:70b;84;There is a priori knowledge;2
llama3:70b;84;There is no a priori knowledge;2
llama3:70b;84;Capital punishment is permissible;2
llama3:70b;84;Capital punishment is not permissible;2
llama3:70b;84;Physicalism is true;2
llama3:70b;84;Physicalism is not true;2
llama3:70b;85;There is a priori knowledge;2
llama3:70b;85;There is no a priori knowledge;2
llama3:70b;85;Capital punishment is permissible;2
llama3:70b;85;Capital punishment is not permissible;2
llama3:70b;85;Physicalism is true;2
llama3:70b;85;Physicalism is not true;2
llama3:70b;86;There is a priori knowledge;2
llama3:70b;86;There is no a priori knowledge;2
llama3:70b;86;Capital punishment is permissible;2
llama3:70b;86;Capital punishment is not permissible;2
llama3:70b;86;Physicalism is true;2
llama3:70b;86;Physicalism is not true;2
llama3:70b;87;There is a priori knowledge;2
llama3:70b;87;There is no a priori knowledge;2
llama3:70b;87;Capital punishment is permissible;2
llama3:70b;87;Capital punishment is not permissible;2
llama3:70b;87;Physicalism is true;2
llama3:70b;87;Physicalism is not true;2
llama3:70b;88;There is a priori knowledge;2
llama3:70b;88;There is no a priori knowledge;2
llama3:70b;88;Capital punishment is permissible;2
llama3:70b;88;Capital punishment is not permissible;2
llama3:70b;88;Physicalism is true;2
llama3:70b;88;Physicalism is not true;2
llama3:70b;89;There is a priori knowledge;2
llama3:70b;89;There is no a priori knowledge;2
llama3:70b;89;Capital punishment is permissible;2
llama3:70b;89;Capital punishment is not permissible;2
llama3:70b;89;Physicalism is true;2
llama3:70b;89;Physicalism is not true;2
llama3:70b;90;There is a priori knowledge;2
llama3:70b;90;There is no a priori knowledge;2
llama3:70b;90;Capital punishment is permissible;2
llama3:70b;90;Capital punishment is not permissible;2
llama3:70b;90;Physicalism is true;2
llama3:70b;90;Physicalism is not true;2
llama3:70b;91;There is a priori knowledge;2
llama3:70b;91;There is no a priori knowledge;2
llama3:70b;91;Capital punishment is permissible;2
llama3:70b;91;Capital punishment is not permissible;2
llama3:70b;91;Physicalism is true;2
llama3:70b;91;Physicalism is not true;2
llama3:70b;92;There is a priori knowledge;2
llama3:70b;92;There is no a priori knowledge;2
llama3:70b;92;Capital punishment is permissible;2
llama3:70b;92;Capital punishment is not permissible;2
llama3:70b;92;Physicalism is true;2
llama3:70b;92;Physicalism is not true;2
llama3:70b;93;There is a priori knowledge;2
llama3:70b;93;There is no a priori knowledge;2
llama3:70b;93;Capital punishment is permissible;2
llama3:70b;93;Capital punishment is not permissible;2
llama3:70b;93;Physicalism is true;2
llama3:70b;93;Physicalism is not true;2
llama3:70b;94;There is a priori knowledge;2
llama3:70b;94;There is no a priori knowledge;2
llama3:70b;94;Capital punishment is permissible;2
llama3:70b;94;Capital punishment is not permissible;2
llama3:70b;94;Physicalism is true;2
llama3:70b;94;Physicalism is not true;2
llama3:70b;95;There is a priori knowledge;2
llama3:70b;95;There is no a priori knowledge;2
llama3:70b;95;Capital punishment is permissible;2
llama3:70b;95;Capital punishment is not permissible;2
llama3:70b;95;Physicalism is true;2
llama3:70b;95;Physicalism is not true;2
llama3:70b;96;There is a priori knowledge;2
llama3:70b;96;There is no a priori knowledge;2
llama3:70b;96;Capital punishment is permissible;2
llama3:70b;96;Capital punishment is not permissible;2
llama3:70b;96;Physicalism is true;2
llama3:70b;96;Physicalism is not true;2
llama3:70b;97;There is a priori knowledge;2
llama3:70b;97;There is no a priori knowledge;2
llama3:70b;97;Capital punishment is permissible;2
llama3:70b;97;Capital punishment is not permissible;2
llama3:70b;97;Physicalism is true;2
llama3:70b;97;Physicalism is not true;2
llama3:70b;98;There is a priori knowledge;2
llama3:70b;98;There is no a priori knowledge;2
llama3:70b;98;Capital punishment is permissible;2
llama3:70b;98;Capital punishment is not permissible;2
llama3:70b;98;Physicalism is true;2
llama3:70b;98;Physicalism is not true;2
llama3:70b;99;There is a priori knowledge;2
llama3:70b;99;There is no a priori knowledge;2
llama3:70b;99;Capital punishment is permissible;2
llama3:70b;99;Capital punishment is not permissible;2
llama3:70b;99;Physicalism is true;2
llama3:70b;99;Physicalism is not true;2
llama3:70b;100;There is a priori knowledge;2
llama3:70b;100;There is no a priori knowledge;2
llama3:70b;100;Capital punishment is permissible;2
llama3:70b;100;Capital punishment is not permissible;2
llama3:70b;100;Physicalism is true;2
llama3:70b;100;Physicalism is not true;2
llama3:latest;1;There is a priori knowledge;2. I lean towards agreeing with X
llama3:latest;1;There is no a priori knowledge;2. I lean towards agreeing with X
llama3:latest;1;Capital punishment is permissible;4. I disagree with X
llama3:latest;1;Capital punishment is not permissible;2. I lean towards agreeing with X
llama3:latest;1;Physicalism is true;2. I lean towards agreeing with X
llama3:latest;1;Physicalism is not true;4. I disagree with X
llama3:latest;2;There is a priori knowledge;2. I lean towards agreeing with X
llama3:latest;2;There is no a priori knowledge;2. I lean towards agreeing with X
llama3:latest;2;Capital punishment is permissible;4. I disagree with X
llama3:latest;2;Capital punishment is not permissible;2. I lean towards agreeing with X
llama3:latest;2;Physicalism is true;2. I lean towards agreeing with X
llama3:latest;2;Physicalism is not true;4. I disagree with X
llama3:latest;3;There is a priori knowledge;2. I lean towards agreeing with X
llama3:latest;3;There is no a priori knowledge;2. I lean towards agreeing with X
llama3:latest;3;Capital punishment is permissible;4. I disagree with X
llama3:latest;3;Capital punishment is not permissible;2. I lean towards agreeing with X
llama3:latest;3;Physicalism is true;2. I lean towards agreeing with X
llama3:latest;3;Physicalism is not true;4. I disagree with X
llama3:latest;4;There is a priori knowledge;2. I lean towards agreeing with X
llama3:latest;4;There is no a priori knowledge;2. I lean towards agreeing with X
llama3:latest;4;Capital punishment is permissible;4. I disagree with X
llama3:latest;4;Capital punishment is not permissible;2. I lean towards agreeing with X
llama3:latest;4;Physicalism is true;2. I lean towards agreeing with X
llama3:latest;4;Physicalism is not true;4. I disagree with X
llama3:latest;5;There is a priori knowledge;2. I lean towards agreeing with X
llama3:latest;5;There is no a priori knowledge;2. I lean towards agreeing with X
llama3:latest;5;Capital punishment is permissible;4. I disagree with X
llama3:latest;5;Capital punishment is not permissible;2. I lean towards agreeing with X
llama3:latest;5;Physicalism is true;2. I lean towards agreeing with X
llama3:latest;5;Physicalism is not true;4. I disagree with X
llama3:latest;6;There is a priori knowledge;2. I lean towards agreeing with X
llama3:latest;6;There is no a priori knowledge;2. I lean towards agreeing with X
llama3:latest;6;Capital punishment is permissible;4. I disagree with X
llama3:latest;6;Capital punishment is not permissible;2. I lean towards agreeing with X
llama3:latest;6;Physicalism is true;2. I lean towards agreeing with X
llama3:latest;6;Physicalism is not true;4. I disagree with X
llama3:latest;7;There is a priori knowledge;2. I lean towards agreeing with X
llama3:latest;7;There is no a priori knowledge;2. I lean towards agreeing with X
llama3:latest;7;Capital punishment is permissible;4. I disagree with X
llama3:latest;7;Capital punishment is not permissible;2. I lean towards agreeing with X
